0.00000000 0.00000000 0.00000000 1.00000000 -48.64878000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64859000 0.49400000 1.00000000 0.49400000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
0.00000000 0.00000000 0.25000000 1.00000000 -48.64878000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49400000 1.00000000 0.49400000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
0.00000000 0.00000000 -0.50000000 1.00000000 -48.64878000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49400000 1.00000000 0.49400000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
0.00000000 0.25000000 0.25000000 1.00000000 -48.64878000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49400000 1.00000000 0.49400000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
0.00000000 0.25000000 -0.50000000 1.00000000 -48.64877000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49400000 1.00000000 0.49400000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
0.00000000 -0.50000000 -0.50000000 1.00000000 -48.64877000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49500000 1.00000000 0.49500000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
0.25000000 0.25000000 0.25000000 1.00000000 -48.64877000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49400000 1.00000000 0.49400000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
0.25000000 0.25000000 -0.50000000 1.00000000 -48.64877000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49500000 1.00000000 0.49500000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
0.00000000 0.25000000 -0.25000000 1.00000000 -48.64877000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49400000 1.00000000 0.49400000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
-0.25000000 0.25000000 0.25000000 1.00000000 -48.64877000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49400000 1.00000000 0.49400000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
-0.25000000 -0.50000000 0.25000000 1.00000000 -48.64877000 0.49900000 1.00000000 0.49900000 6.00000000 2.00000000 1.00000000 2.00000000 -48.64860000 0.49500000 1.00000000 0.49500000 6.00000000 0.00300000 12.00000000 0.00300000 13.00000000 0.00300000 14.00000000
